timestamp,doc_id,stage,batch_uuid,pages,images_extracted,images_sent_to_batch,images_downloaded,images_filtered_in,images_filtered_out,images_integrated,duration_seconds,status,notes
2025-10-16T23:54:56.298144,doc_117311,conversion,,4,,,,,,,6.21,success,
2025-10-16T23:56:01.605294,doc_117321,conversion,,55,,,,,,,65.29,success,
2025-10-16T23:56:07.886067,doc_117326,conversion,,3,,,,,,,6.27,success,
2025-10-16T23:57:12.733377,doc_117328,conversion,,60,,,,,,,64.83,success,
2025-10-16T23:57:20.097262,doc_117330,conversion,,4,,,,,,,7.35,success,
2025-10-17T00:05:30.470921,doc_117331,conversion,,250,,,,,,,483.84,success,
2025-10-17T00:13:11.639400,doc_117333,conversion,,239,,,,,,,455.59,success,
2025-10-17T00:13:22.938118,doc_117334,conversion,,2,,,,,,,11.26,success,
2025-10-17T00:14:28.254930,doc_117336,conversion,,43,,,,,,,65.30,success,
2025-10-17T00:15:25.514593,doc_117340,conversion,,36,,,,,,,57.24,success,
2025-10-17T00:16:23.873558,doc_117343,conversion,,39,,,,,,,58.33,success,
2025-10-17T00:16:36.747056,doc_117345,conversion,,4,,,,,,,12.86,success,
2025-10-17T00:17:48.782817,doc_117348,conversion,,45,,,,,,,72.02,success,
2025-10-17T00:21:54.301566,doc_117353,conversion,,173,,,,,,,245.47,success,
2025-10-17T00:22:51.266579,doc_117354,conversion,,40,,,,,,,56.93,success,
2025-10-17T00:22:56.377321,doc_117368,conversion,,2,,,,,,,5.09,success,
2025-10-17T00:23:47.673375,doc_117370,conversion,,35,,,,,,,51.28,success,
2025-10-17T00:25:00.066270,doc_117372,conversion,,58,,,,,,,72.37,success,
2025-10-17T00:25:09.392371,doc_117377,conversion,,8,,,,,,,9.32,success,
2025-10-17T00:26:02.252385,doc_117379,conversion,,31,,,,,,,52.84,success,
2025-10-17T00:26:53.184388,doc_117383,conversion,,29,,,,,,,50.91,success,
2025-10-17T00:28:01.562438,doc_117388,conversion,,49,,,,,,,68.35,success,
2025-10-17T00:28:54.994353,doc_117390,conversion,,31,,,,,,,53.41,success,
2025-10-17T00:29:40.920115,doc_117397,conversion,,27,,,,,,,45.91,success,
2025-10-17T00:31:18.796012,doc_117401,conversion,,74,,,,,,,97.85,success,
2025-10-17T00:31:27.756660,doc_117414,conversion,,5,,,,,,,8.95,success,
2025-10-17T00:32:30.812880,doc_117418,conversion,,36,,,,,,,63.04,success,
2025-10-17T00:40:51.078833,doc_117424,conversion,,236,,,,,,,482.32,success,
2025-10-17T00:41:34.931839,doc_117427,conversion,,33,,,,,,,43.80,success,
2025-10-17T00:41:52.508329,doc_117430,conversion,,12,,,,,,,17.56,success,
2025-10-17T00:41:56.890859,doc_117432,conversion,,1,,,,,,,4.37,success,
2025-10-17T00:42:36.666763,doc_117445,conversion,,24,,,,,,,39.77,success,
2025-10-17T00:43:09.973946,doc_117446,conversion,,22,,,,,,,33.30,success,
2025-10-17T00:43:48.844039,doc_117447,conversion,,29,,,,,,,38.82,success,
2025-10-17T00:44:25.243530,doc_117453,conversion,,24,,,,,,,36.39,success,
2025-10-17T00:50:08.836292,doc_117455,conversion,,166,,,,,,,331.21,success,
2025-10-17T00:50:21.717497,doc_117462,conversion,,2,,,,,,,12.85,success,
2025-10-17T00:50:50.825206,doc_117471,conversion,,33,,,,,,,26.80,success,
2025-10-17T00:51:02.547022,doc_117474,conversion,,3,,,,,,,11.71,success,
2025-10-17T00:52:56.455075,doc_117476,conversion,,58,,,,,,,113.88,success,
2025-10-17T00:53:03.417154,doc_117480,conversion,,4,,,,,,,6.94,success,
2025-10-17T00:53:09.230043,doc_117481,conversion,,2,,,,,,,5.81,success,
2025-10-17T00:53:14.348850,doc_117497,conversion,,1,,,,,,,5.11,success,
2025-10-17T00:53:58.915769,doc_117500,conversion,,27,,,,,,,44.56,success,
2025-10-17T00:54:04.710371,doc_117501,conversion,,2,,,,,,,5.79,success,
2025-10-17T00:54:09.378539,doc_117505,conversion,,1,,,,,,,4.67,success,
2025-10-17T00:55:07.410702,doc_117506,conversion,,28,,,,,,,58.02,success,
2025-10-17T00:55:16.600168,doc_117509,conversion,,5,,,,,,,9.17,success,
2025-10-17T00:55:25.397399,doc_117514,conversion,,4,,,,,,,8.79,success,
2025-10-17T01:04:50.342474,doc_117515,conversion,,252,,,,,,,549.26,success,
2025-10-17T01:05:03.667556,doc_117524,conversion,,9,,,,,,,13.28,success,
2025-10-17T01:06:05.585977,doc_117526,conversion,,40,,,,,,,61.90,success,
2025-10-17T01:15:01.078821,doc_117529,conversion,,244,,,,,,,525.86,success,
2025-10-17T01:17:17.086271,doc_117535,conversion,,60,,,,,,,135.95,success,
2025-10-17T01:18:55.892164,doc_117542,conversion,,58,,,,,,,98.77,success,
2025-10-17T01:19:03.354932,doc_117546,conversion,,4,,,,,,,7.44,success,
2025-10-17T01:28:22.791562,doc_117547,conversion,,224,,,,,,,554.56,success,
2025-10-17T01:30:44.758188,doc_117551,conversion,,63,,,,,,,141.91,success,
2025-10-17T01:32:56.162140,doc_117554,conversion,,60,,,,,,,131.37,success,
2025-10-17T01:34:11.470826,doc_117566,conversion,,47,,,,,,,75.16,success,
2025-10-17T01:35:12.848687,doc_117574,conversion,,36,,,,,,,61.36,success,
2025-10-17T01:36:06.873805,doc_117576,conversion,,32,,,,,,,54.00,success,
2025-10-17T01:36:22.398703,doc_117578,conversion,,9,,,,,,,14.86,success,
2025-10-17T01:50:54.816758,doc_117590,conversion,,359,,,,,,,863.04,success,
2025-10-17T01:51:10.335207,doc_117595,conversion,,9,,,,,,,14.91,success,
2025-10-17T01:51:28.455958,doc_117596,conversion,,7,,,,,,,16.90,success,
2025-10-17T01:51:45.052894,doc_117597,conversion,,5,,,,,,,15.38,success,
2025-10-17T02:05:08.032247,doc_117605,conversion,,356,,,,,,,794.34,success,
2025-10-17T02:05:20.130246,doc_117611,conversion,,5,,,,,,,12.04,success,
2025-10-17T02:07:11.800736,doc_117618,conversion,,70,,,,,,,111.58,success,
2025-10-17T02:08:38.347601,doc_117619,conversion,,32,,,,,,,86.53,success,
2025-10-17T02:08:43.977489,doc_117623,conversion,,2,,,,,,,5.62,success,
2025-10-17T02:08:49.533413,doc_117624,conversion,,2,,,,,,,5.54,success,
2025-10-17T02:08:54.536464,doc_117626,conversion,,2,,,,,,,5.00,success,
2025-10-17T02:09:00.270057,doc_117635,conversion,,3,,,,,,,5.73,success,
2025-10-17T02:14:51.798090,doc_117636,conversion,,196,,,,,,,347.19,success,
2025-10-17T02:16:34.904211,doc_117641,conversion,,98,,,,,,,103.06,success,
2025-10-17T02:22:13.025676,doc_117643,conversion,,101,,,,,,,329.58,success,
2025-10-17T02:22:18.045583,doc_117645,conversion,,2,,,,,,,4.99,success,
2025-10-17T02:23:33.359894,doc_117648,conversion,,32,,,,,,,75.29,success,
2025-10-17T02:31:05.822982,doc_117649,conversion,,222,,,,,,,450.21,success,
2025-10-17T02:31:12.011884,doc_117654,conversion,,3,,,,,,,6.15,success,
2025-10-17T02:31:17.033956,doc_117658,conversion,,2,,,,,,,5.01,success,
2025-10-17T02:31:22.115928,doc_117661,conversion,,2,,,,,,,5.07,success,
2025-10-17T02:31:35.978983,doc_117666,conversion,,9,,,,,,,13.85,success,
2025-10-17T02:31:47.945838,doc_117669,conversion,,8,,,,,,,11.95,success,
2025-10-17T02:31:57.886575,doc_117671,conversion,,7,,,,,,,9.93,success,
2025-10-17T02:32:45.991169,doc_117675,conversion,,37,,,,,,,48.09,success,
2025-10-17T02:34:03.934976,doc_117686,conversion,,46,,,,,,,77.92,success,
2025-10-17T02:34:59.123050,doc_117689,conversion,,39,,,,,,,55.07,success,
2025-10-17T02:36:03.617522,doc_117697,conversion,,46,,,,,,,64.47,success,
2025-10-17T02:38:58.593651,doc_117704,conversion,,102,,,,,,,174.63,success,
2025-10-17T02:41:36.685004,doc_117706,conversion,,97,,,,,,,157.71,success,
2025-10-17T02:41:46.026437,doc_117708,conversion,,2,,,,,,,9.32,success,
2025-10-17T02:41:59.870075,doc_117710,conversion,,3,,,,,,,13.83,success,
2025-10-17T02:42:07.282198,doc_117711,conversion,,4,,,,,,,7.41,success,
2025-10-17T02:43:00.894161,doc_117719,conversion,,35,,,,,,,53.60,success,
2025-10-17T02:44:09.329632,doc_117721,conversion,,37,,,,,,,68.41,success,
2025-10-17T02:45:05.094147,doc_117722,conversion,,43,,,,,,,55.75,success,
2025-10-17T02:45:15.121696,doc_117731,conversion,,3,,,,,,,10.01,success,
2025-10-17T02:45:36.802732,doc_117732,conversion,,2,,,,,,,21.67,success,
2025-10-17T02:46:34.425277,doc_117734,conversion,,40,,,,,,,57.61,success,
2025-10-17T02:46:39.417547,doc_117741,conversion,,2,,,,,,,4.97,success,
2025-10-17T02:46:45.216490,doc_117752,conversion,,3,,,,,,,5.78,success,
2025-10-17T02:47:34.296963,doc_117753,conversion,,31,,,,,,,48.44,success,
2025-10-17T02:47:40.070776,doc_117755,conversion,,3,,,,,,,5.75,success,
2025-10-17T02:47:45.935495,doc_117757,conversion,,3,,,,,,,5.84,success,
2025-10-17T02:47:52.069476,doc_117758,conversion,,3,,,,,,,6.11,success,
2025-10-17T02:47:57.219191,doc_117759,conversion,,2,,,,,,,5.13,success,
2025-10-17T02:48:03.312577,doc_117763,conversion,,3,,,,,,,6.07,success,
2025-10-17T02:48:46.472214,doc_117765,conversion,,25,,,,,,,43.13,success,
2025-10-17T02:48:58.763045,doc_117768,conversion,,8,,,,,,,12.27,success,
2025-10-17T02:49:18.829400,doc_117774,conversion,,12,,,,,,,20.02,success,
2025-10-17T02:49:34.546240,doc_117777,conversion,,9,,,,,,,15.67,success,
2025-10-17T02:50:15.969346,doc_117781,conversion,,23,,,,,,,41.40,success,
2025-10-17T02:51:03.056602,doc_117782,conversion,,28,,,,,,,47.04,success,
2025-10-17T02:52:00.940348,doc_117794,conversion,,49,,,,,,,57.62,success,
2025-10-17T02:53:00.406072,doc_117797,conversion,,49,,,,,,,59.45,success,
2025-10-17T02:53:06.476104,doc_117798,conversion,,2,,,,,,,6.05,success,
2025-10-17T02:54:04.090717,doc_117799,conversion,,47,,,,,,,57.37,success,
2025-10-17T02:54:09.464130,doc_117804,conversion,,2,,,,,,,5.37,success,
2025-10-17T02:55:11.192552,doc_117810,conversion,,49,,,,,,,61.71,success,
2025-10-17T02:55:32.054254,doc_117816,conversion,,11,,,,,,,20.84,success,
2025-10-17T02:55:46.249130,doc_117819,conversion,,24,,,,,,,14.03,success,
2025-10-17T02:56:12.336607,doc_117821,conversion,,17,,,,,,,26.08,success,
2025-10-17T03:08:02.680556,doc_117827,conversion,,252,,,,,,,709.00,success,
2025-10-17T03:08:24.656725,doc_117830,conversion,,11,,,,,,,21.92,success,
2025-10-17T03:10:08.650729,doc_117834,conversion,,66,,,,,,,103.90,success,
2025-10-17T03:11:20.123931,doc_117835,conversion,,43,,,,,,,71.40,success,
2025-10-17T03:12:47.935755,doc_117840,conversion,,48,,,,,,,87.79,success,
2025-10-17T03:13:01.549805,doc_117842,conversion,,4,,,,,,,13.60,success,
2025-10-17T03:13:10.113644,doc_117847,conversion,,4,,,,,,,8.56,success,
2025-10-17T03:13:14.756883,doc_117848,conversion,,1,,,,,,,4.64,success,
2025-10-17T03:13:32.955615,doc_117849,conversion,,3,,,,,,,18.19,success,
2025-10-17T03:27:12.772243,doc_117850,conversion,,255,,,,,,,813.22,success,
2025-10-17T03:28:32.465618,doc_117851,conversion,,46,,,,,,,79.64,success,
2025-10-17T03:31:04.961431,doc_117857,conversion,,28,,,,,,,146.76,success,
2025-10-17T03:32:06.056886,doc_117862,conversion,,44,,,,,,,61.07,success,
2025-10-17T03:32:21.721719,doc_117863,conversion,,12,,,,,,,15.65,success,
2025-10-17T03:32:31.449881,doc_117875,conversion,,7,,,,,,,9.72,success,
2025-10-17T03:33:42.422842,doc_117878,conversion,,56,,,,,,,70.95,success,
2025-10-17T03:34:58.691806,doc_117879,conversion,,32,,,,,,,76.24,success,
2025-10-17T03:36:08.771176,doc_117881,conversion,,48,,,,,,,70.05,success,
2025-10-17T03:37:19.881260,doc_117884,conversion,,48,,,,,,,71.08,success,
2025-10-17T03:45:11.177723,doc_117892,conversion,,244,,,,,,,455.42,success,
2025-10-17T03:45:21.286194,doc_117893,conversion,,4,,,,,,,10.07,success,
2025-10-17T03:46:11.416919,doc_117894,conversion,,22,,,,,,,50.11,success,
2025-10-17T03:47:40.664228,doc_117895,conversion,,58,,,,,,,89.22,success,
2025-10-17T03:48:24.866738,doc_117904,conversion,,23,,,,,,,44.18,success,
2025-10-17T03:49:18.805321,doc_117920,conversion,,33,,,,,,,53.92,success,
2025-10-17T03:49:23.582634,doc_117922,conversion,,1,,,,,,,4.77,success,
2025-10-17T03:49:38.220041,doc_117924,conversion,,2,,,,,,,14.62,success,
2025-10-17T03:50:57.353798,doc_117925,conversion,,52,,,,,,,79.11,success,
2025-10-17T03:52:42.614796,doc_117926,conversion,,66,,,,,,,105.23,success,
2025-10-17T03:52:53.760923,doc_117936,conversion,,2,,,,,,,11.13,success,
2025-10-17T03:53:28.635154,doc_117942,conversion,,20,,,,,,,34.86,success,
2025-10-17T03:54:09.151375,doc_117943,conversion,,30,,,,,,,40.04,success,
2025-10-17T03:54:56.032703,doc_117952,conversion,,36,,,,,,,46.87,success,
2025-10-17T03:55:50.840046,doc_117956,conversion,,38,,,,,,,54.79,success,
2025-10-17T03:56:38.687764,doc_117964,conversion,,36,,,,,,,47.82,success,
2025-10-17T03:57:17.377167,doc_117970,conversion,,27,,,,,,,38.68,success,
2025-10-17T03:57:23.180853,doc_117973,conversion,,3,,,,,,,5.80,success,
2025-10-17T03:58:34.335838,doc_117974,conversion,,49,,,,,,,71.14,success,
2025-10-17T03:59:38.978558,doc_117978,conversion,,43,,,,,,,64.63,success,
2025-10-17T04:00:30.739131,doc_117979,conversion,,34,,,,,,,51.74,success,
2025-10-17T04:00:35.866425,doc_117980,conversion,,2,,,,,,,5.11,success,
2025-10-17T04:00:49.181415,doc_117983,conversion,,2,,,,,,,13.30,success,
2025-10-17T04:01:39.378879,doc_117984,conversion,,31,,,,,,,50.18,success,
2025-10-17T04:02:21.466707,doc_117991,conversion,,31,,,,,,,42.07,success,
2025-10-17T04:02:26.729950,doc_117995,conversion,,2,,,,,,,5.25,success,
2025-10-17T04:03:09.428190,doc_117997,conversion,,28,,,,,,,42.68,success,
2025-10-17T04:03:19.420530,doc_118014,conversion,,4,,,,,,,9.98,success,
2025-10-17T04:04:14.861238,doc_118015,conversion,,35,,,,,,,55.42,success,
2025-10-17T04:04:22.707251,doc_118016,conversion,,3,,,,,,,7.82,success,
2025-10-17T04:04:39.087987,doc_118017,conversion,,3,,,,,,,16.37,success,
2025-10-17T04:04:45.497138,doc_118023,conversion,,3,,,,,,,6.40,success,
2025-10-17T04:04:52.563320,doc_118033,conversion,,5,,,,,,,7.06,success,
2025-10-17T04:05:49.806690,doc_118039,conversion,,47,,,,,,,57.23,success,
2025-10-17T04:05:56.227394,doc_118041,conversion,,4,,,,,,,6.41,success,
2025-10-17T04:06:51.322942,doc_118044,conversion,,44,,,,,,,55.08,success,
2025-10-17T04:08:13.782232,doc_118054,conversion,,59,,,,,,,82.44,success,
2025-10-17T04:08:20.903889,doc_118055,conversion,,5,,,,,,,7.11,success,
2025-10-17T04:09:36.129767,doc_118070,conversion,,55,,,,,,,75.20,success,
2025-10-17T04:09:41.107202,doc_118073,conversion,,2,,,,,,,4.97,success,
2025-10-17T04:09:46.073509,doc_118078,conversion,,2,,,,,,,4.96,success,
2025-10-17T04:17:50.600080,doc_118091,conversion,,280,,,,,,,470.93,success,
2025-10-17T04:18:42.762312,doc_118092,conversion,,36,,,,,,,52.11,success,
2025-10-17T04:18:47.995628,doc_118095,conversion,,2,,,,,,,5.22,success,
2025-10-17T04:19:40.938658,doc_118096,conversion,,32,,,,,,,52.88,success,
2025-10-17T04:19:51.692272,doc_118097,conversion,,7,,,,,,,10.74,success,
2025-10-17T04:21:49.626297,doc_118098,conversion,,74,,,,,,,117.75,success,
2025-10-17T04:22:50.389689,doc_118099,conversion,,38,,,,,,,60.63,success,
2025-10-17T04:24:50.305639,doc_118106,conversion,,76,,,,,,,119.71,success,
2025-10-17T04:25:02.902196,doc_118108,conversion,,8,,,,,,,12.58,success,
2025-10-17T04:25:13.905003,doc_118109,conversion,,7,,,,,,,10.96,success,
2025-10-17T04:25:20.166876,doc_118115,conversion,,3,,,,,,,6.25,success,
2025-10-17T04:25:26.048616,doc_118117,conversion,,3,,,,,,,5.88,success,
2025-10-17T04:26:02.015025,doc_118120,conversion,,28,,,,,,,35.96,success,
2025-10-17T04:26:42.203081,doc_118123,conversion,,31,,,,,,,40.17,success,
2025-10-17T04:26:47.320089,doc_118124,conversion,,2,,,,,,,5.10,success,
2025-10-17T04:26:52.492177,doc_118125,conversion,,2,,,,,,,5.16,success,
2025-10-17T04:26:57.748418,doc_118127,conversion,,2,,,,,,,5.24,success,
2025-10-17T04:27:03.949551,doc_118138,conversion,,3,,,,,,,6.20,success,
2025-10-17T04:28:02.655274,doc_118141,conversion,,45,,,,,,,58.69,success,
2025-10-17T04:29:07.437693,doc_118149,conversion,,47,,,,,,,64.76,success,
2025-10-17T04:29:13.031148,doc_118150,conversion,,2,,,,,,,5.59,success,
2025-10-17T04:31:16.439417,doc_118152,conversion,,74,,,,,,,123.38,success,
2025-10-17T04:31:26.631904,doc_118154,conversion,,2,,,,,,,10.17,success,
2025-10-17T04:31:37.905192,doc_118161,conversion,,2,,,,,,,11.26,success,
2025-10-17T04:41:06.512460,doc_131709,conversion,,70,,,,,,,568.57,success,
2025-10-17T04:42:09.872901,doc_131714,conversion,,34,,,,,,,63.32,success,
2025-10-17T04:43:01.748829,doc_131718,conversion,,32,,,,,,,51.86,success,
2025-10-17T04:44:10.314679,doc_131721,conversion,,52,,,,,,,68.54,success,
2025-10-17T04:45:15.661737,doc_131725,conversion,,44,,,,,,,65.33,success,
2025-10-17T04:46:06.886851,doc_131726,conversion,,40,,,,,,,51.19,success,
2025-10-17T04:47:13.805295,doc_131727,conversion,,50,,,,,,,66.90,success,
2025-10-17T04:48:18.401334,doc_131729,conversion,,48,,,,,,,64.57,success,
2025-10-17T04:49:30.750093,doc_131733,conversion,,47,,,,,,,72.32,success,
2025-10-17T04:49:41.956606,doc_134658,conversion,,6,,,,,,,10.51,success,
2025-10-17T04:50:45.357149,doc_135094,conversion,,44,,,,,,,63.29,success,
2025-10-17T04:57:25.437025,doc_135224,conversion,,65,,,,,,,376.34,success,
2025-10-17T04:57:32.420739,doc_135317,conversion,,3,,,,,,,6.96,success,
2025-10-17T04:59:05.043283,doc_135658,conversion,,60,,,,,,,92.35,success,
2025-10-17T04:59:55.475032,doc_135668,conversion,,32,,,,,,,47.57,success,
2025-10-17T05:00:25.449798,doc_136047,conversion,,30,,,,,,,28.61,success,
2025-10-17T05:00:31.400062,doc_136073,conversion,,2,,,,,,,5.93,success,
2025-10-17T05:01:39.150276,doc_136082,conversion,,40,,,,,,,62.17,success,
2025-10-17T05:02:04.979110,doc_136101,conversion,,14,,,,,,,25.04,success,
2025-10-17T05:04:05.821989,doc_136167,conversion,,82,,,,,,,120.47,success,
2025-10-17T05:04:45.514549,doc_136328,conversion,,23,,,,,,,39.67,success,
2025-10-17T05:04:58.283906,doc_136903,conversion,,7,,,,,,,11.48,success,
2025-10-17T05:14:08.036942,doc_137701,conversion,,248,,,,,,,548.46,success,
2025-10-17T05:24:12.986833,doc_138616,conversion,,248,,,,,,,598.36,success,
2025-10-17T05:25:05.349168,doc_139387,conversion,,37,,,,,,,52.28,success,
2025-10-17T05:25:49.507674,doc_140286,conversion,,16,,,,,,,43.04,success,
2025-10-17T05:26:34.496863,doc_140289,conversion,,38,,,,,,,41.90,success,
2025-10-17T05:27:30.073587,doc_140398,conversion,,38,,,,,,,55.42,success,
2025-10-17T05:29:53.681295,doc_140434,conversion,,47,,,,,,,140.33,success,
2025-10-17T05:30:19.125395,doc_141482,conversion,,11,,,,,,,23.35,success,
2025-10-17T05:30:25.318804,doc_141488,conversion,,3,,,,,,,6.19,success,
2025-10-17T05:32:30.135681,doc_141739,conversion,,46,,,,,,,110.52,success,
2025-10-17T05:33:37.334186,doc_141894,conversion,,43,,,,,,,67.17,success,
2025-10-17T05:34:20.793030,doc_142106,conversion,,26,,,,,,,38.55,success,
2025-10-17T05:34:38.725539,doc_142568,conversion,,17,,,,,,,17.35,success,
2025-10-17T05:36:45.442439,doc_142750,conversion,,75,,,,,,,111.81,success,
2025-10-17T05:38:10.023049,doc_144895,conversion,,59,,,,,,,75.81,success,
2025-10-17T05:39:36.095174,doc_146037,conversion,,60,,,,,,,79.98,success,
2025-10-17T05:42:15.537607,doc_146105,conversion,,105,,,,,,,143.93,success,
2025-10-17T05:42:53.586136,doc_146430,conversion,,29,,,,,,,35.27,success,
2025-10-17T05:43:45.590337,doc_146432,conversion,,39,,,,,,,48.82,success,
2025-10-17T05:44:01.809993,doc_146449,conversion,,9,,,,,,,15.90,success,
2025-10-17T05:46:53.977360,doc_146450,conversion,,71,,,,,,,170.04,success,
2025-10-17T05:54:09.893659,doc_146451,conversion,,263,,,,,,,433.61,success,
2025-10-17T06:00:08.083413,doc_146452,conversion,,222,,,,,,,354.66,success,
2025-10-17T06:03:07.997366,doc_146514,conversion,,90,,,,,,,179.83,success,
2025-10-17T06:03:48.557610,doc_37368,conversion,,12,,,,,,,38.30,success,
2025-10-17T06:05:21.640669,doc_37382,conversion,,28,,,,,,,90.24,success,
2025-10-17T06:06:45.162209,doc_37402,conversion,,34,,,,,,,76.57,success,
2025-10-17T06:07:19.779016,doc_37523,conversion,,26,,,,,,,31.97,success,
2025-10-17T06:08:45.936149,doc_37553,conversion,,61,,,,,,,79.47,success,
2025-10-17T06:09:41.927353,doc_37554,conversion,,38,,,,,,,52.07,success,
2025-10-17T06:10:33.245321,doc_37569,conversion,,26,,,,,,,47.25,success,
2025-10-17T06:13:33.140804,doc_37577,conversion,,77,,,,,,,163.99,success,
2025-10-17T06:14:31.147138,doc_37582,conversion,,37,,,,,,,54.91,success,
2025-10-17T06:15:28.388666,doc_37595,conversion,,41,,,,,,,53.17,success,
2025-10-17T06:16:26.196659,doc_37599,conversion,,29,,,,,,,52.90,success,
2025-10-17T06:18:15.832093,doc_37612,conversion,,29,,,,,,,105.68,success,
2025-10-17T06:19:14.195808,doc_37613,conversion,,30,,,,,,,55.37,success,
2025-10-17T06:22:43.641326,doc_37635,conversion,,38,,,,,,,197.94,success,
2025-10-17T06:26:13.241514,doc_37648,conversion,,38,,,,,,,198.10,success,
2025-10-17T06:27:18.283634,doc_37679,conversion,,40,,,,,,,59.44,success,
2025-10-17T06:28:55.106835,doc_37687,conversion,,77,,,,,,,91.85,success,
2025-10-17T06:30:53.064350,doc_37690,conversion,,36,,,,,,,113.72,success,
2025-10-17T06:33:31.585488,doc_37713,conversion,,52,,,,,,,154.46,success,
2025-10-17T06:36:47.045767,doc_37736,conversion,,113,,,,,,,180.62,success,
2025-10-17T06:37:21.526494,doc_37757,conversion,,36,,,,,,,32.79,success,
2025-10-17T06:39:45.327421,doc_37768,conversion,,44,,,,,,,141.13,success,
2025-10-17T06:42:24.159186,doc_37771,conversion,,52,,,,,,,154.77,success,
2025-10-17T06:44:52.113020,doc_37779,conversion,,57,,,,,,,141.02,success,
2025-10-17T06:46:23.240679,doc_37781,conversion,,32,,,,,,,84.10,success,
2025-10-17T06:47:52.188862,doc_37796,conversion,,33,,,,,,,82.37,success,
2025-10-17T06:49:10.841374,doc_37803,conversion,,28,,,,,,,73.00,success,
2025-10-17T06:51:43.060717,doc_37805,conversion,,59,,,,,,,143.62,success,
2025-10-17T06:53:01.563290,doc_37850,conversion,,30,,,,,,,66.91,success,
2025-10-17T06:54:38.297874,doc_37852,conversion,,39,,,,,,,82.45,success,
2025-10-17T06:55:59.418286,doc_37859,conversion,,32,,,,,,,70.67,success,
2025-10-17T07:00:50.890808,doc_37862,conversion,,90,,,,,,,231.49,success,
2025-10-17T07:02:14.395082,doc_37888,conversion,,27,,,,,,,72.18,success,
2025-10-17T07:03:17.472247,doc_37915,conversion,,29,,,,,,,59.44,success,
2025-10-17T07:06:16.809037,doc_37945,conversion,,84,,,,,,,155.15,success,
2025-10-17T07:09:47.951906,doc_37950,conversion,,80,,,,,,,191.77,success,
2025-10-17T07:10:32.471739,doc_37986,conversion,,35,,,,,,,42.66,success,
2025-10-17T07:11:24.594079,doc_37987,conversion,,40,,,,,,,50.29,success,
2025-10-17T07:12:12.837150,doc_37996,conversion,,31,,,,,,,43.98,success,
2025-10-17T07:12:40.844109,doc_38001,conversion,,21,,,,,,,26.15,success,
2025-10-17T07:15:31.768750,doc_38037,conversion,,32,,,,,,,163.22,success,
2025-10-17T07:16:35.970940,doc_68506,conversion,,41,,,,,,,57.74,success,
2025-10-17T07:18:16.622949,doc_68510,conversion,,65,,,,,,,91.36,success,
2025-10-17T07:19:23.770523,doc_68516,conversion,,46,,,,,,,61.18,success,
2025-10-17T07:20:32.223023,doc_68551,conversion,,66,,,,,,,61.16,success,
2025-10-17T07:21:31.268468,doc_68560,conversion,,39,,,,,,,56.82,success,
2025-10-17T07:22:44.770095,doc_68568,conversion,,47,,,,,,,70.82,success,
2025-10-17T07:23:47.618021,doc_68577,conversion,,41,,,,,,,59.33,success,
2025-10-17T07:24:45.668376,doc_68581,conversion,,36,,,,,,,52.91,success,
2025-10-17T07:25:48.541982,doc_68591,conversion,,41,,,,,,,59.28,success,
2025-10-17T07:26:46.850564,doc_68611,conversion,,32,,,,,,,53.65,success,
2025-10-17T07:27:51.432523,doc_68625,conversion,,38,,,,,,,58.60,success,
2025-10-17T07:28:31.668977,doc_68628,conversion,,17,,,,,,,34.15,success,
2025-10-17T07:30:24.270155,doc_68635,conversion,,40,,,,,,,107.72,success,
2025-10-17T07:32:17.961243,doc_68641,conversion,,40,,,,,,,107.21,success,
2025-10-17T07:33:21.664709,doc_68656,conversion,,38,,,,,,,57.74,success,
2025-10-17T07:34:13.605242,doc_68659,conversion,,17,,,,,,,44.04,success,
2025-10-17T07:35:21.071099,doc_68667,conversion,,39,,,,,,,60.05,success,
2025-10-17T07:36:31.211074,doc_68673,conversion,,37,,,,,,,60.92,success,
2025-10-17T07:37:58.002406,doc_68677,conversion,,34,,,,,,,80.86,success,
2025-10-17T07:39:00.951512,doc_68693,conversion,,32,,,,,,,54.14,success,
2025-10-17T07:39:35.080642,doc_68709,conversion,,22,,,,,,,30.15,success,
2025-10-17T07:40:42.723614,doc_68711,conversion,,38,,,,,,,60.05,success,
2025-10-17T07:41:17.265820,doc_68714,conversion,,22,,,,,,,30.57,success,
2025-10-17T07:41:55.146666,doc_68724,conversion,,20,,,,,,,34.66,success,
2025-10-17T07:43:01.959584,doc_68729,conversion,,39,,,,,,,58.45,success,
2025-10-17T07:43:53.171152,doc_68745,conversion,,40,,,,,,,47.48,success,
2025-10-17T07:44:45.508569,doc_68763,conversion,,42,,,,,,,48.37,success,
2025-10-17T07:46:24.660738,doc_68774,conversion,,36,,,,,,,97.06,success,
2025-10-17T07:47:20.584747,doc_68779,conversion,,43,,,,,,,51.39,success,
2025-10-17T07:47:28.612958,doc_68784,conversion,,4,,,,,,,7.78,success,
2025-10-17T07:48:42.551638,doc_68793,conversion,,55,,,,,,,69.70,success,
2025-10-17T07:49:55.655022,doc_68808,conversion,,40,,,,,,,63.29,success,
2025-10-17T07:51:10.041085,doc_68836,conversion,,53,,,,,,,68.74,success,
2025-10-17T07:51:58.041767,doc_68871,conversion,,39,,,,,,,43.35,success,
2025-10-17T07:53:09.566403,doc_68873,conversion,,37,,,,,,,61.42,success,
